method: org.apache.fop.layoutmgr.inline.LineLayoutManager$LineBreakingAlgorithm.updateData2:1153650079
$r0(1979738469) -> $r0(352821865) 
$r1(1979738469) -> $r1(352821865) 
$r3(1979738469) -> $r3(352821865) 
$r4(1979738469) -> $r4(352821865) 
$r5(1979738469) -> $r5(352821865) 
$r6(1979738469) -> $r6(352821865) 
$r7(1979738469) -> $r7(352821865) 
$r8(1979738469) -> $r8(352821865) 
$r9(1979738469) -> $r9(352821865) 
$r10(1979738469) -> $r10(352821865) 
$r11(1979738469) -> $r11(352821865) 
$r14(1979738469) -> $r14(352821865) 
$r15(1979738469) -> $r15(352821865) 
$r16(1979738469) -> $r16(352821865) 
$r17(1979738469) -> $r17(352821865) 
$r18(1979738469) -> $r18(352821865) 
$r19(1979738469) -> $r19(352821865) 
0(352821865) -> 0(674735688) 
this(352821865) -> this(674735688) 
bestActiveNode(352821865) -> bestActiveNode(674735688) 
par(352821865) -> par(674735688) 
textDiff(352821865) -> textDiff(674735688) 
$r0(352821865) -> $r0(674735688) 
$r1(352821865) -> $r1(674735688) 
$r3(352821865) -> $r3(674735688) 
$r4(352821865) -> $r4(674735688) 
$r5(352821865) -> $r5(674735688) 
$r6(352821865) -> $r6(674735688) 
$r7(352821865) -> $r7(674735688) 
$r8(352821865) -> $r8(674735688) 
$r9(352821865) -> $r9(674735688) 
$r10(352821865) -> $r10(674735688) 
$r11(352821865) -> $r11(674735688) 
$r14(352821865) -> $r14(674735688) 
$r15(352821865) -> $r15(674735688) 
$r16(352821865) -> $r16(674735688) 
$r17(352821865) -> $r17(674735688) 
$r18(352821865) -> $r18(674735688) 
$r19(352821865) -> $r19(674735688) 
0(674735688) -> 0(-1153650079) 
this(674735688) -> this(-1153650079) 
bestActiveNode(674735688) -> bestActiveNode(-1153650079) 
par(674735688) -> par(-1153650079) 
textDiff(674735688) -> textDiff(-1153650079) 
$r0(674735688) -> $r0(-1153650079) 
$r1(674735688) -> $r1(-1153650079) 
$r3(674735688) -> $r3(-1153650079) 
$r4(674735688) -> $r4(-1153650079) 
$r5(674735688) -> $r5(-1153650079) 
$r6(674735688) -> $r6(-1153650079) 
$r7(674735688) -> $r7(-1153650079) 
$r8(674735688) -> $r8(-1153650079) 
$r9(674735688) -> $r9(-1153650079) 
$r10(674735688) -> $r10(-1153650079) 
$r11(674735688) -> $r11(-1153650079) 
$r14(674735688) -> $r14(-1153650079) 
$r15(674735688) -> $r15(-1153650079) 
$r16(674735688) -> $r16(-1153650079) 
$r17(674735688) -> $r17(-1153650079) 
$r18(674735688) -> $r18(-1153650079) 
$r19(674735688) -> $r19(-1153650079) 
0(674735688) -> .return(-1153650079) 
